latitude,longitude,acq_date_converted,month,label,temp_max,rain,wind_speed_ms,wind_speed_kmh,humidity,ffmc,dmc,dc,isi,bui,fwi
20.3481,41.6077,29-07-2024,7,0,34.2,0,31.7,114.12,75,85.1208,8.0726,24.86,673.5213,8.9111,151.8172
20.15615,41.01523,3/5/2025,5,0,35.5,0.4,15.8,56.88,58,88.482,10.0469,23.794,60.5826,10.0214,37.7208
18.24674,42.57679,29-06-2023,6,0,32.3,0,21.6,77.76,48,89.6998,10.5724,24.218,206.63,10.531,81.8316
17.47065,44.10764,13-01-2018,1,0,21.2,0,13.1,47.16,31,90.5864,7.8943,18.52,50.1954,7.8645,30.614
18.38869,42.72824,28-04-2020,4,0,26.3,0,19.2,69.12,87,82.2501,6.8635,20.688,47.8461,7.5036,29.1687
20.71506,39.82647,14-03-2018,3,0,34.8,0,20.6,74.16,50,89.7864,9.0598,20.968,174.5046,9.0235,70.4812
19.61694,41.02013,12/12/2017,12,0,30.9,0,14.5,52.2,84,83.9062,6.5818,20.266,25.2227,7.265,18.3505
19.52977,41.06902,5/12/2017,12,0,33.6,0,27.5,99,89,82.5192,6.4338,20.752,222.9589,7.249,76.3135
19.28855,41.74176,24-05-2025,5,0,40.2,0,18,64.8,60,88.9557,10.3492,24.64,96.6498,10.3261,51.3435
18.99443,42.09636,9/8/2019,8,0,23.7,0,12.1,43.56,99,75.7638,6.0512,22.27,7.192,7.2068,6.5321
20.71922,39.82578,5/8/2019,8,0,40.8,0,36.6,131.76,51,90.6921,10.2385,25.348,3619.1831,10.2339,379.0984
18.24622,42.5774,13-05-2025,5,0,28.2,0,15.4,55.44,52,88.2263,9.7026,22.48,54.313,9.6667,34.6652
17.22754,42.8857,30-09-2023,9,0,39.2,1.1,22.3,80.28,65,87.8944,8.5112,23.76,181.0698,8.9802,71.9452
18.24531,42.57784,14-11-2017,11,0,22.9,0,19.2,69.12,53,87.1826,7.4955,18.826,93.2052,7.5129,45.203
19.28708,41.74442,17-08-2024,8,0,33.2,0.1,21.3,76.68,87,83.2413,6.9205,23.98,79.3678,8.0402,41.69
18.12799,42.79517,22-06-2025,6,0,29.5,0,22.5,81,50,88.8557,10.028,23.714,215.5219,10.0017,82.5092
16.95291,42.87195,29-06-2025,6,0,43.2,0,26.3,94.68,58,89.847,10.8983,26.18,495.0405,10.8794,135.9757
18.24632,42.5773,26-12-2017,12,0,19.6,0,21.2,76.32,68,85.0477,6.7528,18.232,99.2567,7.0124,46.0412
20.71448,39.82754,15-02-2019,2,0,24.2,0,33.5,120.6,88,81.5465,6.4313,19.06,588.3753,6.977,131.6489
18.24517,42.57749,10/3/2019,3,0,19,0.2,28.1,101.16,89,80.5303,6.3769,18.124,196.8619,6.7853,69.5119
19.88933,41.6747,18-06-2021,6,0,28.9,0,14.3,51.48,81,84.4508,7.5006,23.606,26.1678,8.3602,19.85
18.24451,42.57798,24-04-2019,4,0,24.8,0.1,18.1,65.16,80,84.0901,7.2558,20.418,49.6661,7.6846,30.158
18.17319,42.80172,17-05-2025,5,0,29.2,0,34.2,123.12,29,92.8051,11.6636,22.66,3158.7923,11.5442,366.1651
19.28791,41.74321,20-02-2018,2,0,31.6,0,18,64.8,92,80.8958,6.3716,20.392,32.811,7.1545,22.0777
17.51208,42.59064,2/6/2019,6,0,38.6,0,24,86.4,70,86.8507,9.1355,25.352,212.3652,9.6119,80.7765
16.86266,43.19355,16-02-2018,2,0,31.1,0,12.7,45.72,75,85.0477,7.1435,20.302,21.2377,7.6009,16.4182
20.71454,39.82549,8/8/2022,8,0,38,0,27.3,98.28,71,86.5584,8.3409,24.844,370.7337,9.0695,109.4589
18.24594,42.57608,28-07-2018,7,0,27.7,0.1,16.6,59.76,79,84.7662,7.4204,23.69,41.4564,8.3232,27.4133
18.57132,41.81556,24-04-2025,4,0,38.2,0,23.9,86.04,41,92.0497,11.6213,22.83,438.3815,11.5071,129.3306
19.29292,41.74453,23-11-2017,11,0,27.1,0,7.2,25.92,88,82.1044,6.4487,19.582,5.3297,7.0736,4.8273
17.68103,42.38947,2/9/2020,9,0,38.1,0,21.5,77.4,72,86.3646,7.9541,23.562,125.9567,8.6272,57.0174
20.71757,39.82592,1/5/2021,5,0,36,0.2,20.7,74.52,86,84.0252,7.3674,23.884,78.9092,8.3193,42.0028
18.20867,42.99874,25-01-2019,1,0,21.9,0,22.7,81.72,63,85.4339,7.0477,18.646,137.4445,7.2472,56.9872
19.03421,42.5168,20-12-2017,12,0,19.8,0,20.2,72.72,65,85.0477,6.8313,18.268,82.7899,7.0612,41.0912
20.71709,39.82526,11/7/2023,7,0,43.4,0,34.6,124.56,36,93.9548,12.6887,26.516,3987.4266,12.6031,421.4376
20.71383,39.82731,26-05-2025,5,0,42.9,0,24.1,86.76,45,92.1419,12.371,25.126,460.5369,12.2721,135.6275
19.29002,41.7416,25-12-2021,12,0,28.2,0.1,11.3,40.68,100,75.3477,6,19.78,6.0674,6.8246,5.4065
16.73514,43.04858,19-07-2023,7,0,41,0,22.1,79.56,62,88.7454,9.7572,26.084,197.2886,10.0841,78.5328
19.2879,41.74397,4/5/2025,5,0,30.8,0,16.5,59.4,74,85.0477,8.1835,22.948,42.3137,8.6528,28.1844
19.28764,41.74329,17-09-2022,9,0,36.6,0.2,11,39.6,85,84.4616,7.0068,23.292,14.4018,7.9983,12.4012
18.20831,42.99735,15-01-2018,1,0,21.9,0,18.1,65.16,58,86.2142,7.1892,18.646,66.5495,7.3213,36.0644
20.71708,39.82404,15-11-2017,11,0,34.7,0,21.7,78.12,94,80.2507,6.2848,20.95,59.8238,7.1827,33.4043
17.67514,42.39042,30-11-2017,11,0,30.5,0.3,15,54,94,79.7133,6.2514,20.194,16.7797,7.0481,13.3144
16.98576,43.22004,27-12-2017,12,0,21,0,13,46.8,82,83.0935,6.4521,18.484,17.2772,6.8908,13.5061
19.28996,41.74492,17-07-2023,7,0,38.8,0,23.2,83.52,52,90.147,10.498,25.688,294.496,10.4878,100.366
19.28853,41.74421,26-08-2021,8,0,38.5,0,10.7,38.52,81,85.0477,7.5533,24.934,14.7755,8.5963,13.0319
18.24638,42.57742,26-05-2018,5,0,29,0,19.3,69.48,33,91.8552,11.3093,22.624,185.1422,11.2038,78.2698
16.73601,43.04971,11/4/2023,4,0,37.6,0.2,18.7,67.32,70,86.675,8.8146,22.722,79.1966,8.9496,43.1361
20.71661,39.82412,6/5/2025,5,0,36.8,0,29,104.4,71,86.3645,8.8936,24.028,491.0076,9.2385,128.8758
20.71557,39.82786,26-06-2025,6,0,43.9,0,29.9,107.64,22,96.8898,15.2406,26.306,2535.8365,15.0628,354.3244
20.71599,39.82364,17-06-2025,6,0,43.2,0,43.6,156.96,28,95.5309,14.3971,26.18,25338.7914,14.2446,1049.1487
20.717,39.82659,22-08-2024,8,0,37,0,28.5,102.6,83,85.0477,7.3372,24.664,373.1419,8.4156,107.458
21.06059,40.39172,25-03-2018,3,0,24,0,14.8,53.28,48,88.146,8.2248,19.024,48.1541,8.1884,30.183
19.44907,41.61531,12/3/2023,3,0,23,4.4,20.9,75.24,96,77.5948,6.1643,18.844,40.387,6.7821,25.0914
19.29003,41.74406,2/6/2024,6,0,39.6,0,17.2,61.92,68,87.3872,9.4288,25.532,66.7657,9.8051,39.8735
17.35538,43.28365,29-04-2025,4,0,24.6,0,18.3,65.88,80,84.0606,7.2461,20.382,51.2984,7.6728,30.8068
19.28889,41.74202,2/4/2024,4,0,27.4,0,13.9,50.04,91,80.8402,6.6218,20.886,15.4992,7.3879,12.737
16.7347,43.05282,2/11/2023,11,0,34.2,0,15.1,54.36,82,84.9949,6.8424,20.86,32.5861,7.519,22.3568
20.71787,39.82444,14-12-2017,12,0,30.5,0,17.4,62.64,94,79.6958,6.2155,20.194,25.8875,7.0252,18.4801
20.71434,39.82657,10/3/2018,3,0,34,0,24.3,87.48,72,85.7093,7.6753,20.824,190.9126,7.9891,71.6267
20.58367,40.9281,27-11-2017,11,0,16.1,0,17.4,62.64,95,77.6728,6.114,17.602,21.5386,6.5448,15.7035
16.73724,43.05121,3/6/2018,6,0,38,0,22.3,80.28,61,88.4128,10.0145,25.244,195.0408,10.0559,77.9334
16.73756,43.05149,6/8/2022,8,0,32.1,1.1,15.6,56.16,90,81.9013,6.6854,23.782,23.8665,7.8523,18.1286
18.57073,41.81888,29-06-2024,6,0,39.3,0,37.3,134.28,43,91.8911,12.0625,25.478,4873.0071,11.9822,458.6195
20.71662,39.82792,9/5/2025,5,0,38.6,0,22.8,82.08,50,90.4679,11.2258,24.352,286.7479,11.1585,100.8015
20.7159,39.82609,25-10-2024,10,0,35.7,0,21.6,77.76,80,85.0477,7.1152,22.13,106.7267,7.8891,50.0031
20.71617,39.8257,23-06-2025,6,0,43.3,0,33.9,122.04,23,96.5803,15.0005,26.198,5026.0499,14.8285,494.6291
18.24495,42.57907,25-05-2020,5,0,25.4,0,20.9,75.24,95,78.4633,6.3488,21.976,43.4511,7.3727,27.1483
19.31151,41.62114,25-08-2024,8,0,30.5,0.1,14.4,51.84,93,80.2607,6.4567,23.494,15.9302,7.6544,13.1981
16.74258,43.29831,11/3/2018,3,0,33,0,14.4,51.84,55,88.552,8.6157,20.644,47.4696,8.5958,30.4013
19.71303,42.08788,12/9/2024,9,0,32.9,0,37.9,136.44,34,92.4791,9.9951,22.626,5903.5809,9.9483,479.0169
21.11934,40.1705,9/2/2018,2,0,22.3,0.1,11.5,41.4,69,85.0477,7.0304,18.718,17.0831,7.2516,13.6506
19.0248,42.13469,4/2/2018,2,0,12,0,18.3,65.88,81,82.245,6.3536,16.864,40.6136,6.5437,24.8903
19.29042,41.74456,11/11/2017,11,0,33.1,0,16.8,60.48,74,85.159,7.1789,20.662,45.3706,7.6837,28.3606
17.21208,42.91643,16-07-2018,7,0,40,0,28.9,104.04,42,92.1932,11.5985,25.904,1108.0711,11.5449,213.8518
20.40533,40.44965,15-04-2025,4,0,39,0,22.2,79.92,39,92.5687,11.9301,22.974,346.5019,11.8064,114.2856
19.28922,41.7459,23-09-2021,9,0,37.8,0,18.8,67.68,61,88.3673,8.701,23.508,102.6951,9.0385,51.0023
20.71756,39.82608,16-04-2025,4,0,34.3,0,27.7,99.72,66,86.9036,8.9179,22.128,418.6423,8.9144,116.6396
18.34826,42.72916,20-06-2025,6,0,32.6,0,29.7,106.92,61,87.5153,9.4601,24.272,656.5737,9.5828,152.8973
20.71622,39.82626,4/4/2025,4,0,36.5,0,27.1,97.56,76,85.2591,8.1877,22.524,298.0216,8.579,95.0239
19.29185,41.74277,13-12-2024,12,0,30.4,0,16.5,59.4,87,82.8376,6.4654,20.176,31.5517,7.1793,21.4956
20.7185,39.82528,1/8/2024,8,0,34.9,0.2,24.9,89.64,86,83.8533,7.0405,24.286,165.2293,8.1641,66.1137
20.44983,41.05316,20-07-2020,7,0,24.3,0,11.2,40.32,59,86.3843,8.4458,23.078,19.4969,8.821,16.302
16.73512,43.05256,17-07-2018,7,0,39.8,0,39.6,142.56,56,89.6305,10.2265,25.868,5357.6147,10.2865,460.8761
16.73675,43.05062,1/8/2019,8,0,37.9,0,22,79.2,61,88.3949,9.14,24.826,184.2363,9.5188,74.0392
18.99896,42.09494,1/11/2017,11,0,18.9,0,14.4,51.84,89,80.685,6.2917,18.106,16.6806,6.7336,13.0241
20.71755,39.8266,31-07-2019,7,0,42.1,0,36.7,132.12,32,94.5193,12.8991,26.282,6309.8874,12.8014,529.8082
17.3876,43.22969,1/5/2025,5,0,30.1,0,17.9,64.44,71,85.2891,8.382,22.822,56.3962,8.7395,34.3083
19.2883,41.74578,28-04-2025,4,0,37,0,18.6,66.96,54,89.4605,10.2489,22.614,115.8621,10.1899,57.1899
19.28992,41.74225,25-06-2018,6,0,39.7,0,20.4,73.44,50,90.6552,11.3706,25.55,190.566,11.3199,79.8844
17.78572,43.716,13-07-2018,7,0,30.8,0,38,136.8,60,87.4023,8.9968,24.248,2911.8583,9.3348,331.5681
18.56674,41.82182,27-09-2019,9,0,39,0,18.6,66.96,74,86.0878,7.8562,23.724,71.5832,8.596,39.8774
19.28957,41.74174,3/8/2020,8,0,30.6,0,14.9,53.64,92,80.7769,6.5235,23.512,18.4511,7.7036,14.8301
18.24576,42.57947,7/2/2022,2,0,17.8,0,23.9,86.04,97,76.4432,6.0805,17.908,63.9208,6.5776,33.933
18.06159,43.06744,23-02-2018,2,0,21.7,0,20.6,74.16,59,86.0362,7.3279,18.61,102.1468,7.3855,47.6449
20.71707,39.82652,11/7/2019,7,0,39.9,0,29.4,105.84,42,92.1761,11.5849,25.886,1210.3519,11.5315,223.9407
16.73868,43.05072,7/11/2017,11,0,35.4,0,28,100.8,77,85.0477,7.113,21.076,340.7867,7.7159,99.4971
20.71547,39.82603,15-12-2017,12,0,29.8,0.1,25.1,90.36,83,84.0247,6.597,20.068,175.2843,7.2421,66.0736
20.7132,39.82541,19-11-2017,11,0,33.1,0,31.2,112.32,75,85.0477,7.1336,20.662,608.9582,7.6576,137.6377
19.29129,41.74326,18-07-2018,7,0,37.3,0,21.4,77.04,49,90.4125,10.5994,25.418,220.6808,10.5797,85.1724
20.71496,39.82486,26-10-2023,10,0,36.1,0,18.5,66.6,78,85.0477,7.24,22.202,60.82,7.9769,34.9628
19.22638,42.54009,11/4/2025,4,0,32.2,0,30.4,109.44,69,86.0092,8.5026,21.75,602.0804,8.6002,141.3157
20.4775,40.46112,28-01-2018,1,0,29.8,0,19.8,71.28,57,87.6943,7.6358,20.068,111.8022,7.8266,51.3478
19.29076,41.74413,23-12-2024,12,0,27.9,1.2,12.8,46.08,94,79.4189,6.1977,19.726,10.9318,6.9424,9.3301
19.28864,41.74256,29-02-2020,2,0,31.5,0,15.7,56.52,87,82.9996,6.602,20.374,27.8586,7.2946,19.7626
20.71506,39.82625,31-05-2025,5,0,40,0,32.1,115.56,31,94.3435,13.466,24.604,2673.5608,13.3165,350.845
17.50583,43.06208,27-12-2023,12,0,20.6,0,9,32.4,78,84.0034,6.5425,18.412,9.4213,6.9293,8.1983
19.88929,41.67734,5/7/2019,7,0,28.6,0,15.3,55.08,75,85.0477,7.7438,23.852,34.0362,8.5489,24.1394
19.29132,41.7456,9/7/2021,7,0,37.7,0,22.1,79.56,47,90.8466,10.8296,25.49,266.5864,10.801,95.6716
20.35654,41.20555,3/6/2025,6,0,31.1,0,22.6,81.36,61,87.2436,9.3061,24.002,174.2117,9.4512,71.4493
20.71603,39.82621,10/3/2023,3,0,32.9,0,29.4,105.84,57,88.2618,8.4921,20.626,691.9527,8.4786,151.9102
18.2454,42.57639,13-06-2019,6,0,31,0,21,75.6,60,87.3925,9.3803,23.984,133.1226,9.4858,60.814
21.11964,40.18897,20-07-2019,7,0,31.4,0,12.2,43.92,35,91.827,10.9613,24.356,50.8638,10.9055,34.6663
16.73785,43.05015,28-05-2019,5,0,39.8,0,24.4,87.84,66,87.8145,9.661,24.568,262.0136,9.7434,91.7001
18.24446,42.57705,25-03-2023,3,0,20.3,0,20.2,72.72,79,83.6839,6.766,18.358,68.8783,7.0428,36.4299
21.2034,40.44316,5/11/2017,11,0,25,0,21.6,77.76,80,84.113,6.6921,19.204,94.0002,7.1528,44.7519
20.71492,39.82811,14-09-2022,9,0,38.8,0,33.7,121.32,73,86.2836,7.918,23.688,1138.6917,8.6269,199.6185
19.23715,42.0509,22-04-2024,4,0,20.9,0,11.9,42.84,89,80.9386,6.5867,19.716,10.9028,7.1782,9.4388
16.78381,43.20264,16-06-2025,6,0,39.5,0,13.8,49.68,64,89.783,14.8076,33.218,50.8006,14.7552,38.8089
20.71713,39.82618,11/1/2018,1,0,30.3,0,21.3,76.68,88,82.4398,6.4639,20.158,71.693,7.1755,37.6213
18.21554,43.09236,14-05-2025,5,0,27.9,0,22.8,82.08,56,87.5554,9.3593,22.426,188.8728,9.3393,74.6896
16.69895,43.07985,5/2/2024,2,0,31.4,0,20.2,72.72,84,83.9734,6.7387,20.356,71.5715,7.3743,37.9113
18.9912,42.34723,20-02-2025,2,0,18.9,0,38.3,137.88,94,78.1583,6.1705,18.106,993.7618,6.6636,173.2347
18.2455,42.57518,30-12-2017,12,0,21.1,0,17.1,61.56,76,84.4538,6.6055,18.502,43.5047,6.9806,26.6744
18.2431,42.5762,6/7/2022,7,0,29.1,0,17.2,61.92,33,91.8485,10.7521,23.942,126.3699,10.6973,61.3003
20.7174,39.82665,21-07-2020,7,0,42.1,0,29.3,105.48,61,89.1233,9.9569,26.282,768.9471,10.2273,169.8005
18.24467,42.57543,21-07-2024,7,0,30,0,20.1,72.36,64,86.5332,8.6294,24.104,100.0637,9.1075,50.307
20.71666,39.82371,26-11-2017,11,0,30.8,1.5,20.2,72.72,82,84.4655,6.7613,20.248,76.4621,7.37,39.5679
20.71648,39.82579,7/8/2019,8,0,35.6,0,28.6,102.96,86,83.9603,7.0607,24.412,327.9106,8.1955,99.0434
19.63244,41.45579,7/2/2018,2,0,28.3,0,16.2,58.32,100,75.2554,6,19.798,14.68,6.8273,11.8264
19.2893,41.74362,15-03-2019,3,0,32.1,0,20.6,74.16,95,78.6841,6.474,24.83,41.9741,7.8386,27.0743
18.24632,42.5773,10/6/2018,6,0,29.2,0,23.7,85.32,45,89.6892,11.1401,26.892,301.9822,11.1235,103.7245
16.73471,43.0533,14-04-2025,4,0,36,0.1,18.4,66.24,71,86.2178,8.6083,22.434,70.3072,8.7872,39.7088
17.20154,42.88968,29-12-2017,12,0,31,0,17.1,61.56,93,80.3085,6.2553,20.284,26.1306,7.0643,18.6445
16.74022,43.04745,20-11-2017,11,0,32.8,0,23.5,84.6,73,85.3192,7.2135,20.608,156.4012,7.6941,62.8014
18.28003,42.67603,4/4/2019,4,0,21.7,0,31.8,114.48,95,77.9506,6.2764,19.86,300.314,7.0124,90.0107
17.3438,44.10974,18-04-2020,4,0,30.6,0,22,79.2,68,85.9263,8.4592,21.462,129.6653,8.5216,57.8161
20.71613,39.8257,30-12-2024,12,0,28.5,0,26.6,95.76,59,87.1645,7.3791,19.834,355.886,7.6463,101.7334
19.28989,41.74508,7/12/2017,12,0,29.3,0,16.5,59.4,92,80.5942,6.2764,19.978,24.1722,7.0307,17.5725
18.56939,41.81528,16-11-2018,11,0,31.4,0.5,18.7,67.32,82,84.5587,6.7756,20.356,58.9877,7.3964,33.4128
16.97095,43.75378,22-04-2025,4,0,30.3,0,20.8,74.88,51,88.8136,9.7301,21.408,157.3746,9.6699,67.721
20.71785,39.82678,1/7/2018,7,0,39.2,0,34,122.4,73,86.3487,8.5555,25.76,1213.4801,9.3487,211.1184
19.2899,41.74524,9/5/2022,5,0,35.6,0,16.3,58.68,64,87.447,9.4783,23.812,57.1948,9.5015,35.6502
19.29095,41.74336,18-05-2025,5,0,38.4,0,24.1,86.76,59,88.8407,10.2636,24.316,287.4809,10.2382,98.2439
17.78722,43.71196,28-06-2024,6,0,32.7,0,41.7,150.12,64,87.0178,9.2034,24.29,5393.3443,9.4528,452.1675
20.71658,39.82833,10/1/2018,1,0,30.3,0,19.6,70.56,83,84.1057,6.6572,20.158,65.334,7.293,35.5851
20.71351,39.82612,7/3/2018,3,0,34.4,0,26,93.6,79,85.0477,7.2708,20.896,237.0921,7.7767,80.783
20.71647,39.82711,6/8/2019,8,0,37,0,28.4,102.24,67,87.1669,8.5956,24.664,493.4811,9.1869,129.0242
16.95652,42.84836,13-07-2024,7,0,41.3,0,27.7,99.72,64,88.4412,9.5848,26.138,521.5787,10.0011,136.442
18.6396,42.72247,27-04-2023,4,0,27.4,0,31.7,114.12,88,82,6.8291,20.886,448.0951,7.5151,115.3816
20.71602,39.82597,28-07-2021,7,0,39.1,0,23,82.8,86,84.508,7.3218,25.742,127.8027,8.5581,57.3825
20.71492,39.82736,27-05-2025,5,0,43.8,0,28.9,104.04,40,93.2477,13.0924,25.288,1284.969,12.9693,239.2831
19.28858,41.74536,27-07-2022,7,0,37,0,19.2,69.12,58,88.7605,9.7582,25.364,116.8351,9.9481,57.0267
